threshold, precisionMatchings, recallMatchings, avgPrecisions, avgRecalls, d1, d2, d1d2
0.2, 0.2962963, 0.6666667, 0.46969697, 0.7575758, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, beth_pollini/orig23
0.4, 0.5833333, 0.5833333, 0.6666667, 0.6666667, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, beth_pollini/orig23
0.6, 0.875, 0.5833333, 0.8888889, 0.5925926, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, beth_pollini/orig23
0.8, 1.0, 0.25, 1.0, 0.375, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, beth_pollini/orig23
1, 1.0, 0.25, 1.0, 0.375, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, beth_pollini/orig23
0, 0.47619048, 0.90909094, 0.33333334, 0.969697, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig25
0.2, 1.0, 0.90909094, 1.0, 0.90909094, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig25
0.4, 1.0, 0.90909094, 1.0, 0.90909094, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig25
0.6, 1.0, 0.90909094, 1.0, 0.90909094, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig25
0.8, 1.0, 0.90909094, 1.0, 0.90909094, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig25
1, 1.0, 0.0, 1.0, 0.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig25
0, 0.073619634, 0.9230769, 0.07575758, 0.9958678, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig35
0.2, 0.15, 0.9230769, 0.13333334, 0.9939394, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig35
0.4, 0.31578946, 0.9230769, 0.2857143, 0.987013, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig35
0.6, 0.42857143, 0.9230769, 0.33333334, 0.9848485, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig35
0.8, 0.75, 0.9230769, 0.5, 0.97727275, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig35
1, 0.75, 0.9230769, 0.5, 0.97727275, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/beth_pollini/orig5.html, beth_pollini/orig35
0, 0.29411766, 1.0, 0.3102041, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, claudio_amoroso/orig12
0.2, 0.3409091, 1.0, 0.37551022, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, claudio_amoroso/orig12
0.4, 0.51724136, 1.0, 0.5238095, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, claudio_amoroso/orig12
0.6, 0.65217394, 1.0, 0.64285713, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, claudio_amoroso/orig12
0.8, 0.8666667, 0.8666667, 0.75, 0.93333334, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, claudio_amoroso/orig12
1, 0.90909094, 0.6666667, 0.8333333, 0.7, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, claudio_amoroso/orig12
0, 0.42857143, 0.88235295, 0.6402778, 0.75, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig13
0.2, 0.5, 0.88235295, 0.6944444, 0.75, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig13
0.4, 0.875, 0.8235294, 0.875, 0.6875, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig13
0.6, 0.84615386, 0.64705884, 0.875, 0.57916665, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig13
0.8, 1.0, 0.29411766, 1.0, 0.26666668, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig13
1, 1.0, 0.1764706, 1.0, 0.17142858, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig13
0, 0.23703703, 0.9142857, 0.42910048, 0.85714287, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig23
0.2, 0.43835616, 0.9142857, 0.49912283, 0.84210527, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig23
0.4, 1.0, 0.82857144, 1.0, 0.6923077, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig23
0.6, 1.0, 0.5714286, 1.0, 0.48205125, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig23
0.8, 1.0, 0.2, 1.0, 0.18461537, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig23
1, 1.0, 0.057142857, 1.0, 0.03076923, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/claudio_amoroso/orig3.html, claudio_amoroso/orig23
0, 0.10144927, 1.0, 0.12051281, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig2.html, diego_giuntini/orig12
0.2, 0.22222222, 0.85714287, 0.28, 0.9, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig2.html, diego_giuntini/orig12
0.4, 0.5, 0.2857143, 0.6, 0.6, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig2.html, diego_giuntini/orig12
0.6, 1.0, 0.2857143, 1.0, 0.33333334, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig2.html, diego_giuntini/orig12
0.8, 1.0, 0.0, 1.0, 0.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig2.html, diego_giuntini/orig12
1, 1.0, 0.0, 1.0, 0.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/diego_giuntini/orig2.html, diego_giuntini/orig12
0, 0.20689656, 0.85714287, 0.20740741, 0.93333334, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig2.html, di_pietro/orig12
0.2, 0.30769232, 0.5714286, 0.33333334, 0.8, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig2.html, di_pietro/orig12
0.4, 1.0, 0.2857143, 1.0, 0.5, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig2.html, di_pietro/orig12
0.6, 1.0, 0.2857143, 1.0, 0.5, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig2.html, di_pietro/orig12
0.8, 1.0, 0.14285715, 1.0, 0.25, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig2.html, di_pietro/orig12
1, 1.0, 0.14285715, 1.0, 0.25, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/di_pietro/orig2.html, di_pietro/orig12
0, 0.0990991, 1.0, 0.09951161, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, enrico_pasqualucci/orig12
0.2, 0.16793893, 1.0, 0.15520833, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, enrico_pasqualucci/orig12
0.4, 0.3043478, 0.6363636, 0.2724359, 0.8205128, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, enrico_pasqualucci/orig12
0.6, 0.5, 0.22727273, 0.61538464, 0.3589744, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, enrico_pasqualucci/orig12
0.8, 1.0, 0.0, 1.0, 0.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, enrico_pasqualucci/orig12
1, 1.0, 0.0, 1.0, 0.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, enrico_pasqualucci/orig12
0, 0.25634518, 0.74814814, 0.24414894, 0.929078, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig13
0.2, 0.3069909, 0.74814814, 0.31190476, 0.92063487, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig13
0.4, 0.39607844, 0.74814814, 0.42258066, 0.89247304, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig13
0.6, 0.8131868, 0.54814816, 0.7368421, 0.69298244, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig13
0.8, 0.6, 0.17777778, 0.7777778, 0.44444445, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig13
1, 0.6, 0.17777778, 0.7777778, 0.44444445, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig13
0, 0.07478261, 1.0, 0.08308458, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig14
0.2, 0.08634538, 1.0, 0.11302083, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig14
0.4, 0.112299465, 0.9767442, 0.1648951, 0.98214287, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig14
0.6, 0.1902439, 0.90697676, 0.24842925, 0.9322917, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig14
0.8, 0.31914893, 0.6976744, 0.41153845, 0.8504274, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig14
1, 0.52380955, 0.5116279, 0.49019605, 0.7671569, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig14
0, 0.75, 0.703125, 0.7571429, 0.8261905, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig23
0.2, 0.7758621, 0.703125, 0.8142857, 0.8261905, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig23
0.4, 0.71428573, 0.46875, 0.82857144, 0.6333333, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig23
0.6, 0.85714287, 0.1875, 0.9666667, 0.2777778, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig23
0.8, 1.0, 0.0625, 1.0, 0.16666667, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig23
1, 1.0, 0.03125, 1.0, 0.083333336, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, enrico_pasqualucci/orig23
0, 0.25714287, 0.9, 0.25714284, 0.94285715, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig24
0.2, 0.34615386, 0.9, 0.25714284, 0.94285715, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig24
0.4, 0.4047619, 0.85, 0.43611112, 0.88, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig24
0.6, 0.5833333, 0.35, 0.78125, 0.35, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig24
0.8, 1.0, 0.2, 1.0, 0.2, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig24
1, 1.0, 0.0, 1.0, 0.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig24
0, 0.1008547, 1.0, 0.08640351, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig34
0.2, 0.1381733, 1.0, 0.118974365, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig34
0.4, 0.21923077, 0.9661017, 0.16203703, 0.98765427, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig34
0.6, 0.5445545, 0.9322034, 0.6231885, 0.9130435, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig34
0.8, 0.7209302, 0.5254237, 0.75, 0.6363636, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig34
1, 1.0, 0.2542373, 1.0, 0.4, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/enrico_pasqualucci/orig4.html, enrico_pasqualucci/orig34
0, 0.10764872, 0.95, 0.12987709, 0.983871, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, gabriele_fani/orig12
0.2, 0.15261044, 0.95, 0.19269004, 0.98245615, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, gabriele_fani/orig12
0.4, 0.28421053, 0.675, 0.37606838, 0.88461536, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, gabriele_fani/orig12
0.6, 0.62857145, 0.55, 0.8095239, 0.7738095, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, gabriele_fani/orig12
0.8, 1.0, 0.45, 1.0, 0.6666666, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, gabriele_fani/orig12
1, 1.0, 0.45, 1.0, 0.6666666, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, gabriele_fani/orig12
0, 0.12913907, 1.0, 0.121101774, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig13
0.2, 0.24375, 1.0, 0.20210996, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig13
0.4, 0.4520548, 0.84615386, 0.38055554, 0.9583333, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig13
