threshold, precisionMatchings, recallMatchings, avgPrecisions, avgRecalls, d1, d2, d1d2
0.6, 0.5833333, 0.35897437, 0.5869565, 0.6630435, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig13
0.8, 0.6, 0.23076923, 0.73913044, 0.5652174, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig13
1, 0.53846157, 0.17948718, 0.73913044, 0.47826087, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig13
0, 0.14117648, 0.96, 0.1327957, 0.98924726, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig23
0.2, 0.24742268, 0.96, 0.21666668, 0.9861111, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig23
0.4, 0.46, 0.92, 0.53333336, 0.9555556, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig23
0.6, 0.6666667, 0.64, 0.70512825, 0.7564103, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig23
0.8, 1.0, 0.2, 1.0, 0.20833333, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig23
1, 1.0, 0.2, 1.0, 0.20833333, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/gabriele_fani/orig3.html, gabriele_fani/orig23
0, 0.12903225, 1.0, 0.11396011, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, giulia_alberico/orig12
0.2, 0.19858156, 1.0, 0.21435183, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, giulia_alberico/orig12
0.4, 0.33333334, 1.0, 0.5625, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, giulia_alberico/orig12
0.6, 0.9166667, 0.78571427, 0.9, 0.75, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, giulia_alberico/orig12
0.8, 0.9166667, 0.78571427, 0.9, 0.75, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, giulia_alberico/orig12
1, 0.9166667, 0.78571427, 0.9, 0.75, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, giulia_alberico/orig12
0, 0.16666667, 1.0, 0.14583333, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig13
0.2, 0.3888889, 1.0, 0.43333343, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig13
0.4, 0.6086956, 1.0, 0.6785714, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig13
0.6, 1.0, 0.9285714, 1.0, 0.9285714, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig13
0.8, 1.0, 0.9285714, 1.0, 0.9285714, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig13
1, 1.0, 0.9285714, 1.0, 0.9285714, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig13
0, 0.49310344, 0.8562874, 0.43940172, 0.92721885, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig14
0.2, 0.66511625, 0.8562874, 0.705641, 0.92721885, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig14
0.4, 0.9328859, 0.83233535, 0.8787879, 0.8412587, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig14
0.6, 0.9590164, 0.7005988, 0.93333334, 0.609091, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig14
0.8, 0.9826087, 0.6766467, 0.96363634, 0.5363637, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig14
1, 0.9826087, 0.6766467, 0.96363634, 0.5363637, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig14
0, 0.3469388, 0.71686745, 0.28686863, 0.94854385, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig15
0.2, 0.42805755, 0.71686745, 0.39999998, 0.94693583, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig15
0.4, 0.5920398, 0.71686745, 0.48448274, 0.9414464, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig15
0.6, 0.8095238, 0.61445785, 0.7205128, 0.84998333, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig15
0.8, 0.9047619, 0.57228917, 0.9366666, 0.6928571, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig15
1, 0.90909094, 0.5421687, 0.9689655, 0.5098523, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig15
0, 0.1754386, 1.0, 0.1859649, 1.0, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig23
0.2, 0.32142857, 0.9, 0.372549, 0.9411765, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig23
0.4, 0.625, 0.5, 0.8, 0.55, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig23
0.6, 1.0, 0.5, 1.0, 0.5, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig23
0.8, 1.0, 0.5, 1.0, 0.5, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig23
1, 1.0, 0.5, 1.0, 0.5, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, giulia_alberico/orig23
0, 0.21621622, 0.7619048, 0.19197531, 0.96913576, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig24
0.2, 0.23636363, 0.61904764, 0.4351852, 0.9259259, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig24
0.4, 0.8125, 0.61904764, 0.61538464, 0.89743584, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig24
0.6, 0.9583333, 0.54761904, 0.9, 0.56666666, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig24
0.8, 1.0, 0.54761904, 1.0, 0.5185185, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig24
1, 1.0, 0.54761904, 1.0, 0.5185185, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig24
0, 0.15675676, 0.725, 0.12809524, 0.9755102, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig25
0.2, 0.21551724, 0.625, 0.30151516, 0.9350649, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig25
0.4, 0.5609756, 0.575, 0.548718, 0.8681319, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig25
0.6, 0.8214286, 0.575, 0.79259264, 0.8095238, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig25
0.8, 0.84615386, 0.55, 0.8916667, 0.66071427, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig25
1, 0.84615386, 0.55, 0.8916667, 0.66071427, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig2.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig25
0, 0.375, 0.8181818, 0.35925925, 0.9444444, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig34
0.2, 0.4827586, 0.6363636, 0.6111111, 0.8703703, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig34
0.4, 0.93333334, 0.6363636, 0.9166667, 0.8055555, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig34
0.6, 1.0, 0.54545456, 1.0, 0.4722222, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig34
0.8, 1.0, 0.54545456, 1.0, 0.4722222, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig34
1, 1.0, 0.54545456, 1.0, 0.4722222, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig4.html, giulia_alberico/orig34
0, 0.3018868, 0.7619048, 0.30925927, 0.9603174, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig35
0.2, 0.42424244, 0.6666667, 0.45185184, 0.8862434, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig35
0.4, 0.8125, 0.61904764, 0.87222224, 0.7738095, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig35
0.6, 0.8125, 0.61904764, 0.87222224, 0.7738095, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig35
0.8, 0.8125, 0.61904764, 0.87222224, 0.7738095, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig35
1, 0.8125, 0.61904764, 0.87222224, 0.7738095, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig3.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/giulia_alberico/orig5.html, giulia_alberico/orig35
0, 0.30232558, 0.68421054, 0.49285713, 0.7407408, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig2.html, luca_bagnasco1/orig12
0.2, 0.37142858, 0.68421054, 0.59074074, 0.7407408, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig2.html, luca_bagnasco1/orig12
0.4, 0.5652174, 0.68421054, 0.74444443, 0.7407408, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig2.html, luca_bagnasco1/orig12
0.6, 0.7692308, 0.5263158, 0.8541667, 0.5833334, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig2.html, luca_bagnasco1/orig12
0.8, 0.75, 0.31578946, 0.9166667, 0.375, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig2.html, luca_bagnasco1/orig12
1, 1.0, 0.21052632, 1.0, 0.27083334, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco1/orig2.html, luca_bagnasco1/orig12
0, 0.037698414, 0.9047619, 0.05446775, 0.9755245, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig2.html, luca_bagnasco2/orig12
0.2, 0.12624584, 0.9047619, 0.18692279, 0.96022725, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig2.html, luca_bagnasco2/orig12
0.4, 0.31355932, 0.88095236, 0.5054945, 0.9230769, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig2.html, luca_bagnasco2/orig12
0.6, 0.6551724, 0.45238096, 0.8651163, 0.5, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig2.html, luca_bagnasco2/orig12
0.8, 1.0, 0.35714287, 1.0, 0.3625, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig2.html, luca_bagnasco2/orig12
1, 1.0, 0.21428572, 1.0, 0.2125, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco2/orig2.html, luca_bagnasco2/orig12
0, 0.115384616, 0.6, 0.16666667, 0.6666667, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig2.html, luca_bagnasco3/orig12
0.2, 0.11764706, 0.6, 0.25, 0.6666667, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig2.html, luca_bagnasco3/orig12
0.4, 0.19354838, 0.6, 0.3257143, 0.6, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig2.html, luca_bagnasco3/orig12
0.6, 0.33333334, 0.4, 0.57142854, 0.33333334, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig2.html, luca_bagnasco3/orig12
0.8, 0.6666667, 0.2, 0.75, 0.125, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig2.html, luca_bagnasco3/orig12
1, 1.0, 0.2, 1.0, 0.125, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco3/orig2.html, luca_bagnasco3/orig12
0, 0.09090909, 0.26595744, 0.05, 0.9674242, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig2.html, luca_bagnasco4/orig12
0.2, 0.17301038, 0.26595744, 0.084745765, 0.94478685, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig2.html, luca_bagnasco4/orig12
0.4, 0.33333334, 0.26595744, 0.20833333, 0.86426765, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig2.html, luca_bagnasco4/orig12
0.6, 0.7017544, 0.21276596, 0.5, 0.5909091, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig2.html, luca_bagnasco4/orig12
0.8, 0.9230769, 0.19148937, 0.8333333, 0.30303028, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig2.html, luca_bagnasco4/orig12
1, 0.9230769, 0.19148937, 0.8333333, 0.30303028, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/luca_bagnasco4/orig2.html, luca_bagnasco4/orig12
0, 0.083333336, 0.8888889, 0.18148148, 0.9166667, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig2.html, pietro_amura/orig12
0.2, 0.14545454, 0.8888889, 0.3265873, 0.9, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig2.html, pietro_amura/orig12
0.4, 0.25, 0.6666667, 0.38, 0.7, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig2.html, pietro_amura/orig12
0.6, 0.6666667, 0.6666667, 0.7619048, 0.5714286, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig2.html, pietro_amura/orig12
0.8, 0.8333333, 0.5555556, 0.85714287, 0.42857143, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig2.html, pietro_amura/orig12
1, 0.6666667, 0.22222222, 0.85714287, 0.14285715, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig1.html, /home/valentina/workspace_nuovo/FeatureExtractor/pages4test/zNewTest/pietro_amura/orig2.html, pietro_amura/orig12
